fileId,url,size
1572279272,/archive/allData/6/MOD13A3/2001/032/MOD13A3.A2001032.h26v05.006.2015142182330.hdf,21931380
1572279576,/archive/allData/6/MOD13A3/2001/032/MOD13A3.A2001032.h26v04.006.2015142182332.hdf,22822239
1572279773,/archive/allData/6/MOD13A3/2001/032/MOD13A3.A2001032.h24v04.006.2015142182340.hdf,23203235
1572280566,/archive/allData/6/MOD13A3/2001/032/MOD13A3.A2001032.h27v05.006.2015142182326.hdf,17369151
1572293945,/archive/allData/6/MOD13A3/2001/032/MOD13A3.A2001032.h23v03.006.2015142182316.hdf,24085552
1572294045,/archive/allData/6/MOD13A3/2001/032/MOD13A3.A2001032.h27v04.006.2015142182316.hdf,14811499
1572294245,/archive/allData/6/MOD13A3/2001/032/MOD13A3.A2001032.h28v05.006.2015142182309.hdf,7531836
1572295235,/archive/allData/6/MOD13A3/2001/032/MOD13A3.A2001032.h25v03.006.2015142190704.hdf,19338310
1572303904,/archive/allData/6/MOD13A3/2001/001/MOD13A3.A2001001.h26v03.006.2015140093734.hdf,11104501
1572303907,/archive/allData/6/MOD13A3/2001/032/MOD13A3.A2001032.h26v03.006.2015142184252.hdf,11255253
1572639034,/archive/allData/6/MOD13A3/2001/060/MOD13A3.A2001060.h28v05.006.2015142195148.hdf,7401252
1572639458,/archive/allData/6/MOD13A3/2001/060/MOD13A3.A2001060.h24v04.006.2015142201517.hdf,22347679
1572639559,/archive/allData/6/MOD13A3/2001/060/MOD13A3.A2001060.h25v04.006.2015142190513.hdf,21206403
1572639645,/archive/allData/6/MOD13A3/2001/060/MOD13A3.A2001060.h22v03.006.2015142195207.hdf,23013670
1572639648,/archive/allData/6/MOD13A3/2001/060/MOD13A3.A2001060.h23v03.006.2015142195059.hdf,24183573
1572639649,/archive/allData/6/MOD13A3/2001/060/MOD13A3.A2001060.h24v03.006.2015142195133.hdf,23978735
1572639651,/archive/allData/6/MOD13A3/2001/060/MOD13A3.A2001060.h25v05.006.2015142190455.hdf,22182339
1572641747,/archive/allData/6/MOD13A3/2001/060/MOD13A3.A2001060.h26v03.006.2015142195154.hdf,11148830
1572641844,/archive/allData/6/MOD13A3/2001/060/MOD13A3.A2001060.h27v04.006.2015142190518.hdf,14159059
1572641845,/archive/allData/6/MOD13A3/2001/060/MOD13A3.A2001060.h27v05.006.2015142190401.hdf,17419626
1572642051,/archive/allData/6/MOD13A3/2001/060/MOD13A3.A2001060.h25v03.006.2015142195102.hdf,18993700
1572642052,/archive/allData/6/MOD13A3/2001/060/MOD13A3.A2001060.h26v04.006.2015142193606.hdf,21885456
1572642432,/archive/allData/6/MOD13A3/2001/060/MOD13A3.A2001060.h26v05.006.2015142190449.hdf,22042935
1574561465,/archive/allData/6/MOD13A3/2001/091/MOD13A3.A2001091.h28v05.006.2015142203528.hdf,7472032
1574561963,/archive/allData/6/MOD13A3/2001/091/MOD13A3.A2001091.h25v05.006.2015142203503.hdf,22185968
1574562068,/archive/allData/6/MOD13A3/2001/091/MOD13A3.A2001091.h25v04.006.2015142201441.hdf,20708582
1574562853,/archive/allData/6/MOD13A3/2001/091/MOD13A3.A2001091.h27v05.006.2015142201442.hdf,17622645
1574581913,/archive/allData/6/MOD13A3/2001/091/MOD13A3.A2001091.h23v03.006.2015142201455.hdf,23401643
1574582009,/archive/allData/6/MOD13A3/2001/091/MOD13A3.A2001091.h26v04.006.2015142201436.hdf,20981672
1574582010,/archive/allData/6/MOD13A3/2001/091/MOD13A3.A2001091.h27v04.006.2015142201402.hdf,13636511
1574600133,/archive/allData/6/MOD13A3/2001/091/MOD13A3.A2001091.h26v03.006.2015142201359.hdf,10713144
1574600348,/archive/allData/6/MOD13A3/2001/091/MOD13A3.A2001091.h25v03.006.2015142205358.hdf,17629911
1574600444,/archive/allData/6/MOD13A3/2001/091/MOD13A3.A2001091.h26v05.006.2015142201431.hdf,22330136
1574613479,/archive/allData/6/MOD13A3/2001/091/MOD13A3.A2001091.h24v03.006.2015142201546.hdf,23283019
1574613552,/archive/allData/6/MOD13A3/2001/091/MOD13A3.A2001091.h22v03.006.2015142205500.hdf,21480555
1574629861,/archive/allData/6/MOD13A3/2001/091/MOD13A3.A2001091.h24v04.006.2015142202402.hdf,21884271
1574822449,/archive/allData/6/MOD13A3/2001/121/MOD13A3.A2001121.h28v05.006.2015143105443.hdf,7574110
1574822548,/archive/allData/6/MOD13A3/2001/121/MOD13A3.A2001121.h26v05.006.2015143105444.hdf,22638902
1574822549,/archive/allData/6/MOD13A3/2001/121/MOD13A3.A2001121.h27v04.006.2015143105447.hdf,13867669
1574822652,/archive/allData/6/MOD13A3/2001/121/MOD13A3.A2001121.h26v04.006.2015143105446.hdf,21689123
1574822751,/archive/allData/6/MOD13A3/2001/121/MOD13A3.A2001121.h25v05.006.2015143105446.hdf,22598417
1574822753,/archive/allData/6/MOD13A3/2001/121/MOD13A3.A2001121.h27v05.006.2015143105450.hdf,17953051
1574823873,/archive/allData/6/MOD13A3/2001/121/MOD13A3.A2001121.h22v03.006.2015143105451.hdf,21099042
1574823876,/archive/allData/6/MOD13A3/2001/121/MOD13A3.A2001121.h24v03.006.2015143105447.hdf,22091666
1574823877,/archive/allData/6/MOD13A3/2001/121/MOD13A3.A2001121.h25v03.006.2015143105447.hdf,17723912
1574823878,/archive/allData/6/MOD13A3/2001/121/MOD13A3.A2001121.h25v04.006.2015143105449.hdf,20864536
1574823879,/archive/allData/6/MOD13A3/2001/121/MOD13A3.A2001121.h26v03.006.2015143105444.hdf,10354454
1574829555,/archive/allData/6/MOD13A3/2001/121/MOD13A3.A2001121.h23v03.006.2015143105447.hdf,21794622
1574829556,/archive/allData/6/MOD13A3/2001/121/MOD13A3.A2001121.h24v04.006.2015143105451.hdf,21858384
1576115750,/archive/allData/6/MOD13A3/2001/152/MOD13A3.A2001152.h24v04.006.2015143105513.hdf,21836524
1576115751,/archive/allData/6/MOD13A3/2001/152/MOD13A3.A2001152.h25v04.006.2015143105509.hdf,20963849
1576115752,/archive/allData/6/MOD13A3/2001/152/MOD13A3.A2001152.h25v05.006.2015143105511.hdf,22502546
1576121055,/archive/allData/6/MOD13A3/2001/152/MOD13A3.A2001152.h28v05.006.2015143105510.hdf,7571105
1576121152,/archive/allData/6/MOD13A3/2001/152/MOD13A3.A2001152.h26v05.006.2015143105511.hdf,22403282
1576121154,/archive/allData/6/MOD13A3/2001/152/MOD13A3.A2001152.h27v04.006.2015143105511.hdf,13557947
1576121257,/archive/allData/6/MOD13A3/2001/152/MOD13A3.A2001152.h27v05.006.2015143105512.hdf,17621463
1576127554,/archive/allData/6/MOD13A3/2001/152/MOD13A3.A2001152.h25v03.006.2015143105509.hdf,17084823
1576127555,/archive/allData/6/MOD13A3/2001/152/MOD13A3.A2001152.h26v03.006.2015143105508.hdf,10094400
1576127645,/archive/allData/6/MOD13A3/2001/152/MOD13A3.A2001152.h23v03.006.2015143105511.hdf,21170597
1576127648,/archive/allData/6/MOD13A3/2001/152/MOD13A3.A2001152.h24v03.006.2015143105511.hdf,21286593
1576127650,/archive/allData/6/MOD13A3/2001/152/MOD13A3.A2001152.h26v04.006.2015143105511.hdf,21711224
1576131457,/archive/allData/6/MOD13A3/2001/152/MOD13A3.A2001152.h22v03.006.2015143105512.hdf,21024759
1581043114,/archive/allData/6/MOD13A3/2001/182/MOD13A3.A2001182.h24v04.006.2015143165626.hdf,21802163
1581046667,/archive/allData/6/MOD13A3/2001/182/MOD13A3.A2001182.h25v05.006.2015143165701.hdf,22475900
1581052282,/archive/allData/6/MOD13A3/2001/182/MOD13A3.A2001182.h26v03.006.2015143165638.hdf,9956353
1581053514,/archive/allData/6/MOD13A3/2001/182/MOD13A3.A2001182.h25v03.006.2015143165623.hdf,16810187
1581061604,/archive/allData/6/MOD13A3/2001/182/MOD13A3.A2001182.h27v04.006.2015143165659.hdf,13213498
1581063060,/archive/allData/6/MOD13A3/2001/182/MOD13A3.A2001182.h22v03.006.2015143165701.hdf,21467924
1581074517,/archive/allData/6/MOD13A3/2001/182/MOD13A3.A2001182.h24v03.006.2015143165706.hdf,20997135
1581075072,/archive/allData/6/MOD13A3/2001/182/MOD13A3.A2001182.h23v03.006.2015143165551.hdf,21036405
1581075748,/archive/allData/6/MOD13A3/2001/182/MOD13A3.A2001182.h28v05.006.2015143165639.hdf,7546559
1581082310,/archive/allData/6/MOD13A3/2001/213/MOD13A3.A2001213.h23v03.006.2015144063424.hdf,20377109
1581082621,/archive/allData/6/MOD13A3/2001/182/MOD13A3.A2001182.h25v04.006.2015143171522.hdf,21144279
1581082625,/archive/allData/6/MOD13A3/2001/213/MOD13A3.A2001213.h28v05.006.2015144063420.hdf,7510602
1581082718,/archive/allData/6/MOD13A3/2001/182/MOD13A3.A2001182.h26v05.006.2015143165658.hdf,22399609
1581082722,/archive/allData/6/MOD13A3/2001/213/MOD13A3.A2001213.h27v04.006.2015144064430.hdf,12851276
1581082827,/archive/allData/6/MOD13A3/2001/213/MOD13A3.A2001213.h26v05.006.2015144063424.hdf,22182975
1581083319,/archive/allData/6/MOD13A3/2001/182/MOD13A3.A2001182.h26v04.006.2015143165550.hdf,21865759
1581090141,/archive/allData/6/MOD13A3/2001/213/MOD13A3.A2001213.h25v04.006.2015144062227.hdf,20877072
1581090343,/archive/allData/6/MOD13A3/2001/213/MOD13A3.A2001213.h25v05.006.2015144062221.hdf,22439671
1581090344,/archive/allData/6/MOD13A3/2001/213/MOD13A3.A2001213.h26v04.006.2015144063413.hdf,21305186
1581090444,/archive/allData/6/MOD13A3/2001/213/MOD13A3.A2001213.h24v03.006.2015144063421.hdf,20408392
1581090644,/archive/allData/6/MOD13A3/2001/182/MOD13A3.A2001182.h27v05.006.2015143165700.hdf,18019621
1581090744,/archive/allData/6/MOD13A3/2001/213/MOD13A3.A2001213.h22v03.006.2015144064434.hdf,20795549
1581091149,/archive/allData/6/MOD13A3/2001/213/MOD13A3.A2001213.h27v05.006.2015144064439.hdf,17552928
1581096166,/archive/allData/6/MOD13A3/2001/213/MOD13A3.A2001213.h25v03.006.2015144064432.hdf,16402489
1581096367,/archive/allData/6/MOD13A3/2001/213/MOD13A3.A2001213.h26v03.006.2015144064435.hdf,9745636
1581096672,/archive/allData/6/MOD13A3/2001/213/MOD13A3.A2001213.h24v04.006.2015144063423.hdf,21575105
1587829544,/archive/allData/6/MOD13A3/2001/244/MOD13A3.A2001244.h26v05.006.2015144063417.hdf,22177709
1587834724,/archive/allData/6/MOD13A3/2001/244/MOD13A3.A2001244.h26v04.006.2015144063416.hdf,21291220
